Year,Port,Millions of Pounds,State
1993,"Brookings, OR",10.0,OR
1993,"Lafitte-Barataria, LA",9.8,LA
1993,"Port Arthur, TX",9.7,TX
1993,"Morro Bay, CA",9.6,CA
1993,"Santa Barbara, CA",9.2,CA
1993,"Palacios, TX",9.1,TX
1993,"Gulfport-Biloxi, MS",8.8,MS
1993,"Olympia, WA",8.7,WA
1993,"Delcambre, LA",8.5,LA
1993,"Neah Bay, WA",8.4,WA
1993,"Fort Bragg, CA",8.4,CA
1993,"Anchorage, AK",8.4,AK
1993,"Elizabeth City, NC",7.6,NC
1993,"Charleston-Mt. Pleasant, SC",7.4,SC
1993,"Bodega Bay, CA",7.1,CA
1993,"Garibaldi, OR",7.0,OR
1993,"Moss Landing, CA",6.9,CA
1993,"Beaufort, SC",6.3,SC
1993,"Darien-Bellville, GA",6.1,GA
1993,"Stonington, ME",5.7,ME
1993,"Iberia, LA",5.5,LA
1993,"Oriental-Vandemere, NC",5.4,NC
1993,"Bon Secour-Gulf Shores, AL",5.3,AL
1993,"Long Beach-Barnegat, NJ",4.9,NJ
1993,"Mayport, FL",4.8,FL
1993,"Port Angeles, WA",4.3,WA
1993,"Greenport, NY",4.3,NY
1993,"Georgetown, SC",3.7,SC
1993,"Poulsbo, WA",2.7,WA
1993,"Chincoteague, VA",2.5,VA
1993,"Juneau, AK",2.0,AK
1993,"Cape Charles-Oyster, VA",1.3,VA
1992,"Dutch Harbor, AK",740.4,AK
1992,"Reedville, VA",563.6,VA
1992,"Kodiak, AK",290.6,AK
1992,"Empire-Venice, LA",276.5,LA
1992,"Cameron, LA",246.3,LA
1992,"Pascagoula-Moss Point, MS",177.0,MS
1992,"Intracoastal City, LA",175.9,LA
1992,"Morgan City-Berwick, LA",130.8,LA
1992,"New Bedford, MA",104.8,MA
1992,"Gloucester, MA",102.4,MA
1992,"Los Angeles, CA",94.9,CA
1992,"Cape May-Wildwood, NJ",94.5,NJ
1992,"Petersburg, AK",85.2,AK
1992,"Kenai, AK",71.4,AK
1992,"Ketchikan, AK",70.6,AK
1992,"Point Judith, RI",68.1,RI
1992,"Astoria, OR",67.0,OR
1992,"Dulac-Chauvin, LA",66.0,LA
1992,"Portland, ME",60.0,ME
1992,"Atlantic City, NJ",43.6,NJ
1992,"Bellingham, WA",42.0,WA
1992,"Rockland, ME",40.0,ME
1992,"Crescent City, CA",39.2,CA
1992,"Coos Bay-Charleston, OR",38.0,OR
1992,"Sitka, AK",36.3,AK
1992,"Cordova, AK",32.0,AK
1992,"Point Pleasant, NJ",30.0,NJ
1992,"Wanchese-Stumpy Point, NC",29.9,NC
1992,"Westport, WA",26.0,WA
1992,"Homer, AK",25.9,AK
1992,"Anacortes-La Conner, WA",25.0,WA
1992,"Seward, AK",24.2,AK
1992,"Newport, OR",24.0,OR
1992,"Brownsville-Port Isabel, TX",22.9,TX
1992,"Honolulu, HI",22.4,HI
1992,"Valdez, AK",22.0,AK
1992,"Golden Meadow-Leeville, LA",21.9,LA
1992,"Eureka, CA",21.2,CA
1992,"Hampton Roads Area, VA",20.8,VA
1992,"San Francisco Area, CA",19.6,CA
1992,"Naknek, AK",19.1,AK
1992,"Port Hueneme-Oxnard-Ventura, CA",18.7,CA
1992,"Belford, NJ",18.5,NJ
1992,"Provincetown-Chatham, MA",18.0,MA
1992,"Ocean City, MD",17.9,MD
1992,"Monterey, CA",17.6,CA
1992,"Ilwaco-Chinook, WA",17.0,WA
1992,"Aransas Pass-Rockport, TX",17.0,TX
1992,"Bayou La Batre, AL",16.2,AL
1992,"Montauk, NY",14.6,NY
1992,"Boston, MA",14.4,MA
1992,"Newport, RI",14.2,RI
1992,"Delacroix-Yscloskey, LA",14.0,LA
1992,"Grand Isle, LA",12.9,LA
1992,"Galveston, TX",12.7,TX
1992,"Engelhard-Swanquarter, NC",12.0,NC
1992,"Hampton Bay-Shinnicock, NY",11.5,NY
1992,"Bodega Bay, CA",11.4,CA
1992,"Moss Landing, CA",11.3,CA
1992,"Fort Bragg, CA",11.2,CA
1992,"Cape Canaveral, FL",10.8,FL
1992,"Anchorage, AK",10.7,AK
1992,"Santa Barbara, CA",10.4,CA
1992,"Delcambre, LA",10.3,LA
1992,"Key West, FL",9.4,FL
1992,"Port Arthur, TX",9.3,TX
1992,"Gulfport-Biloxi, MS",8.9,MS
1992,"Wrangell, AK",8.8,AK
1992,"Freeport, TX",8.5,TX
1992,"Lafitte-Barataria, LA",8.3,LA
1992,"Morro Bay, CA",8.0,CA
1992,"Charleston-Mt. Pleasant, SC",7.7,SC
1992,"Craig, AK",7.4,AK
1992,"Oriental-Vandemere, NC",7.1,NC
1992,"Iberia, LA",7.1,LA
1992,"Seattle, WA",7.0,WA
1992,"Elizabeth City, NC",7.0,NC
1992,"Beaufort, SC",6.7,SC
1992,"Darien-Bellville, GA",6.4,GA
1992,"Tacoma, WA",6.0,WA
1992,"Stonington, ME",5.8,ME
1992,"Bon Secour-Gulf Shores, AL",5.7,AL
1992,"Long Beach-Barnegat, NJ",4.8,NJ
1992,"Greenport, NY",4.6,NY
1992,"Savannah, GA",4.2,GA
1992,"Georgetown, SC",3.7,SC
1992,"San Diego, CA",3.5,CA
1992,"Chincoteague, VA",1.0,VA
1992,"Brookings, OR",1.0,OR
1992,"Cape Charles-Oyster, VA",0.2,VA
1991,"Dutch Harbor, AK",731.7,AK
1991,"Reedville, VA",594.5,VA
1991,"Empire-Venice, LA",309.4,LA
1991,"Cameron, LA",289.1,LA
1991,"Kodiak, AK",287.3,AK
1991,"Pascagoula-Moss Point, MS",227.3,MS
1991,"Intracoastal City, LA",211.4,LA
1991,"Dulac-Chauvin, LA",166.8,LA
1991,"Los Angeles, CA",141.5,CA
1991,"Morgan City-Berwick, LA",119.5,LA
1991,"New Bedford, MA",112.9,MA
1991,"Gloucester, MA",107.6,MA
1991,"Cape May-Wildwood, NJ",93.5,NJ
1991,"Petersburg, AK",90.3,AK
1991,"Ketchikan, AK",68.5,AK
1991,"Point Judith, RI",65.9,RI
1991,"Portland, ME",64.0,ME
1991,"Astoria, OR",53.0,OR
1991,"Newport, OR",52.0,OR
1991,"Port Hueneme-Oxnard-Ventura, CA",50.2,CA
1991,"Dillingham-Togiak, AK",50.1,AK
1991,"Bellingham, WA",50.0,WA
1991,"Cordova, AK",47.5,AK
1991,"Naknek, AK",44.8,AK
1991,"Seward, AK",44.6,AK
1991,"Valdez, AK",40.4,AK
1991,"Atlantic City, NJ",39.2,NJ
1991,"Rockland, ME",31.9,ME
1991,"Crescent City, CA",30.2,CA
1991,"Coos Bay-Charleston, OR",30.0,OR
1991,"Brownsville-Port Isabel, TX",29.6,TX
1991,"Homer, AK",28.2,AK
1991,"Sitka, AK",27.4,AK
1991,"Hampton Roads Area, VA",26.8,VA
1991,"Seattle, WA",26.0,WA
1991,"San Francisco Area, CA",26.0,CA
1991,"Ocean City, MD",25.4,MD
1991,"Provincetown-Chatham, MA",24.7,MA
1991,"Golden Meadow-Leeville, LA",23.6,LA
1991,"Wanchese-Stumpy Point, NC",23.0,NC
1991,"Kenai, AK",21.5,AK
1991,"Aransas Pass-Rockport, TX",21.2,TX
1991,"Point Pleasant, NJ",20.8,NJ
1991,"Westport, WA",20.0,WA
1991,"Eureka, CA",20.0,CA
1991,"Monterey, CA",19.3,CA
1991,"Anacortes-La Conner, WA",18.0,WA
1991,"Newport, RI",16.7,RI
1991,"Boston, MA",15.2,MA
1991,"Engelhard-Swanquarter, NC",15.0,NC
1991,"Fort Bragg, CA",14.9,CA
1991,"Bayou La Batre, AL",14.9,AL
1991,"Montauk, NY",14.3,NY
1991,"Key West, FL",14.1,FL
1991,"Bodega Bay, CA",13.6,CA
1991,"Santa Barbara, CA",12.9,CA
1991,"Craig, AK",12.6,AK
1991,"Ilwaco-Chinook, WA",12.0,WA
1991,"Wrangell, AK",11.9,AK
1991,"Galveston, TX",11.8,TX
1991,"Grand Isle, LA",11.7,LA
1991,"Hampton Bay-Shinnicock, NY",11.0,NY
1991,"Delacroix-Yscloskey, LA",11.0,LA
1991,"Delcambre, LA",10.6,LA
1991,"Port Arthur, TX",10.2,TX
1991,"Oriental-Vandemere, NC",10.0,NC
1991,"Fort Myers, FL",9.9,FL
1991,"Panama City, FL",9.7,FL
1991,"Everett, WA",9.0,WA
1991,"Gulfport-Biloxi, MS",8.8,MS
1991,"Bethel-Aniak, AK",8.4,AK
1991,"Moss Landing, CA",8.2,CA
1991,"Cape Canaveral, FL",7.8,FL
1991,"Belford, NJ",7.8,NJ
1991,"Lafitte-Barataria, LA",7.0,LA
1991,"Brookings, OR",7.0,OR
1991,"Morro Bay, CA",6.6,CA
1991,"Tacoma, WA",6.0,WA
1991,"Neah Bay, WA",6.0,WA
1991,"Garibaldi, OR",6.0,OR
1991,"Freeport, TX",6.0,TX
1991,"Apalachicola, FL",5.8,FL
1991,"Bon Secour-Gulf Shores, AL",5.7,AL
1991,"Darien-Bellville, GA",5.0,GA
1991,"Long Beach-Barnegat, NJ",4.9,NJ
1991,"Shelton, WA",4.0,WA
1991,"San Diego, CA",4.0,CA
1991,"Port Angeles, WA",4.0,WA
1991,"Chincoteague, VA",2.6,VA
1991,"Greenport, NY",1.3,NY
1991,"Cape Charles-Oyster, VA",0.1,VA
1990,"Reedville, VA",692.4,VA
1990,"Dutch Harbor, AK",509.9,AK
1990,"Pascagoula-Moss Point, MS",303.9,MS
1990,"Kodiak, AK",272.5,AK
1990,"Empire-Venice, LA",244.2,LA
1990,"Cameron, LA",232.6,LA
1990,"Intracoastal City, LA",173.0,LA
1990,"Dulac-Chauvin, LA",164.4,LA
1990,"Los Angeles, CA",158.5,CA
1990,"Morgan City-Berwick, LA",146.5,LA
1990,"Gloucester, MA",125.6,MA
1990,"New Bedford, MA",117.8,MA
1990,"Naknek, AK",90.4,AK
1990,"Cordova, AK",70.8,AK
1990,"Cape May-Wildwood, NJ",69.4,NJ
1990,"Petersburg, AK",67.5,AK
1990,"Point Judith, RI",58.7,RI
1990,"Ketchikan, AK",52.6,AK
1990,"Egegik, AK",52.3,AK
1990,"Seward, AK",51.2,AK
1990,"Portland, ME",49.5,ME
1990,"Valdez, AK",46.1,AK
1990,"Kenai, AK",41.9,AK
1990,"Astoria, OR",41.2,OR
1990,"Port Hueneme-Oxnard-Ventura, CA",39.4,CA
1990,"Bellingham, WA",39.3,WA
1990,"Atlantic City, NJ",39.2,NJ
1990,"Rockland, ME",36.2,ME
1990,"Newport, OR",34.0,OR
1990,"Provincetown-Chatham, MA",32.4,MA
1990,"Coos Bay-Charleston, OR",31.8,OR
1990,"Crescent City, CA",31.1,CA
1990,"San Francisco Area, CA",26.8,CA
1990,"Westport, WA",26.2,WA
1990,"Brownsville-Port Isabel, TX",25.2,TX
1990,"Dillingham-Togiak, AK",24.7,AK
1990,"Sitka, AK",24.4,AK
1990,"Eureka, CA",24.4,CA
1990,"Hampton Roads Area, VA",24.3,VA
1990,"Wanchese-Stumpy Point, NC",23.0,NC
1990,"Monterey, CA",22.8,CA
1990,"Ocean City, MD",21.1,MD
1990,"Golden Meadow-Leeville, LA",20.9,LA
1990,"Boston, MA",19.7,MA
1990,"Point Pleasant, NJ",18.4,NJ
1990,"Aransas Pass-Rockport, TX",18.0,TX
1990,"Fort Bragg, CA",17.5,CA
1990,"Seattle, WA",16.5,WA
1990,"Wrangell, AK",15.6,AK
1990,"Anacortes-La Conner, WA",15.5,WA
1990,"Newport, RI",15.0,RI
1990,"Gulfport-Biloxi, MS",14.6,MS
1990,"Montauk, NY",14.3,NY
1990,"Grand Isle, LA",14.2,LA
1990,"Bayou La Batre, AL",13.7,AL
1990,"Panama City, FL",13.2,FL
1990,"Ilwaco-Chinook, WA",13.2,WA
1990,"Pilot Point-Ugashik, AK",12.7,AK
1990,"Bodega Bay, CA",12.6,CA
1990,"Santa Barbara, CA",11.6,CA
1990,"Key West, FL",11.4,FL
1990,"Port Arthur, TX",10.9,TX
1990,"Moss Landing, CA",10.3,CA
1990,"Delcambre, LA",10.2,LA
1990,"Oriental-Vandemere, NC",10.0,NC
1990,"Brookings, OR",10.0,OR
1990,"Morro Bay, CA",9.7,CA
1990,"Bethel-Aniak, AK",9.4,AK
1990,"St. Michael, AK",9.0,AK
1990,"Craig, AK",9.0,AK
1990,"Cape Canaveral, FL",8.8,FL
1990,"Fort Myers, FL",8.7,FL
1990,"Delacroix-Yscloskey, LA",8.3,LA
1990,"Belford, NJ",8.2,NJ
1990,"Lafitte-Barataria, LA",8.0,LA
1990,"Galveston, TX",8.0,TX
1990,"Yakutat, AK",7.9,AK
1990,"Cape Charles-Oyster, VA",7.2,VA
1990,"Port Orford, OR",6.4,OR
1990,"St. Paul, AK",6.3,AK
1990,"Freeport, TX",6.2,TX
1990,"Hampton Bay-Shinnicock, NY",6.1,NY
1990,"Garibaldi, OR",6.1,OR
1990,"Darien-Bellville, GA",6.0,GA
1990,"Bon Secour-Gulf Shores, AL",5.7,AL
1990,"Apalachicola, FL",5.0,FL
1990,"Neah Bay, WA",4.8,WA
1990,"Barnegat Light, NJ",3.9,NJ
1990,"Shelton, WA",3.5,WA
1990,"San Diego, CA",3.5,CA
1990,"Everett, WA",3.4,WA
1990,"Olympia, WA",2.6,WA
1990,"Greenport, NY",1.5,NY
1990,"Chincoteague, VA",1.1,VA
1989,"Reedville, VA",594.8,VA
1989,"Dutch Harbor, AK",504.3,AK
1989,"Cameron, LA",352.7,LA
1989,"Pascagoula-Moss Point, MS",282.1,MS
1989,"Empire-Venice, LA",272.7,LA
1989,"Los Angeles, CA",217.2,CA
1989,"Kodiak, AK",213.2,AK
1989,"Dulac-Chauvin, LA",210.9,LA
1989,"Intracoastal City, LA",207.2,LA
1989,"Petersburg, AK",113.5,AK
1989,"Gloucester, MA",98.8,MA
1989,"Ketchikan, AK",91.6,AK
1989,"New Bedford, MA",90.9,MA
1989,"Morgan City-Berwick, LA",68.1,LA
1989,"Port Hueneme-Oxnard-Ventura, CA",65.3,CA
1989,"Cordova, AK",55.3,AK
1989,"Cape May-Wildwood, NJ",54.1,NJ
1989,"Astoria, OR",51.0,OR
1989,"Portland, ME",49.0,ME
1989,"Point Judith, RI",48.4,RI
1989,"Newport, OR",44.4,OR
1989,"Bellingham, WA",40.6,WA
1989,"Crescent City, CA",39.4,CA
1989,"Kenai, AK",35.0,AK
1989,"Coos Bay-Charleston, OR",34.9,OR
1989,"Seward, AK",34.2,AK
1989,"Atlantic City, NJ",33.9,NJ
1989,"San Francisco Area, CA",33.0,CA
1989,"Sitka, AK",30.3,AK
1989,"Westport, WA",30.2,WA
1989,"Fort Bragg, CA",25.7,CA
1989,"Wanchese-Stumpy Point, NC",25.0,NC
1989,"Rockland, ME",24.8,ME
1989,"Ocean City, MD",24.6,MD
1989,"Hampton Roads Area, VA",24.5,VA
1989,"Golden Meadow-Leeville, LA",24.5,LA
1989,"Provincetown-Chatham, MA",23.7,MA
1989,"Ilwaco-Chinook, WA",23.3,WA
1989,"Brownsville-Port Isabel, TX",22.7,TX
1989,"Eureka, CA",21.2,CA
1989,"Everett, WA",20.4,WA
1989,"Homer, AK",20.3,AK
1989,"Point Pleasant, NJ",19.2,NJ
1989,"Monterey, CA",17.3,CA
1989,"Boston, MA",17.3,MA
1989,"Anacortes-La Conner, WA",15.8,WA
1989,"Seattle, WA",15.6,WA
1989,"Aransas Pass-Rockport, TX",15.0,TX
1989,"Bayou La Batre, AL",14.9,AL
1989,"Gulfport-Biloxi, MS",12.6,MS
1989,"Brookings, OR",12.3,OR
1989,"Yakutat, AK",11.9,AK
1989,"Port Arthur, TX",11.5,TX
1989,"Delcambre, LA",11.3,LA
1989,"Bodega Bay, CA",11.2,CA
1989,"Fort Myers, FL",10.9,FL
1989,"Grand Isle, LA",10.8,LA
1989,"Cape Canaveral, FL",10.5,FL
1989,"Morro Bay, CA",10.2,CA
1989,"Santa Barbara, CA",9.9,CA
1989,"Montauk, NY",9.6,NY
1989,"Key West, FL",9.6,FL
1989,"Delacroix-Yscloskey, LA",9.5,LA
1989,"Wrangell, AK",9.3,AK
1989,"Galveston, TX",8.7,TX
1989,"Cape Charles-Oyster, VA",8.5,VA
1989,"Hampton Bay-Shinnicock, NY",8.3,NY
1989,"Moss Landing, CA",7.8,CA
1989,"Lafitte-Barataria, LA",7.6,LA
1989,"Garibaldi, OR",7.6,OR
1989,"Port Orford, OR",7.5,OR
1989,"Panama City, FL",7.5,FL
1989,"Belford, NJ",7.3,NJ
1989,"Bay Center-South Bend, WA",7.2,WA
1989,"Chincoteague, VA",6.2,VA
1989,"Freeport, TX",6.1,TX
1989,"Darien-Bellville, GA",6.0,GA
1989,"Bon Secour-Gulf Shores, AL",6.0,AL
1989,"Port Angeles, WA",5.9,WA
1989,"Apalachicola, FL",5.8,FL
1989,"Shelton, WA",5.4,WA
1989,"Tacoma, WA",5.0,WA
1989,"Neah Bay, WA",4.3,WA
1989,"San Diego, CA",4.2,CA
1989,"Barnegat Light, NJ",3.6,NJ
1989,"Bremerton, WA",3.0,WA
1989,"Greenport, NY",1.6,NY
1988,"Reedville, VA",545.3,VA
1988,"Cameron, LA",438.9,LA
1988,"Dutch Harbor, AK",377.3,AK
1988,"Kodiak, AK",304.6,AK
1988,"Empire-Venice, LA",297.2,LA
1988,"Pascagoula-Moss Point, MS",292.0,MS
1988,"Dulac-Chauvin, LA",244.1,LA
1988,"Los Angeles, CA",232.0,CA
1988,"Intracoastal City, LA",209.7,LA
1988,"Gloucester, MA",107.5,MA
1988,"New Bedford, MA",90.3,MA
1988,"Port Hueneme-Oxnard-Ventura, CA",55.0,CA
1988,"Petersburg, AK",50.4,AK
1988,"Point Judith, RI",49.6,RI
1988,"Cape May-Wildwood, NJ",48.0,NJ
1988,"Kenai, AK",47.4,AK
1988,"Astoria, OR",44.2,OR
1988,"Portland, ME",44.0,ME
1988,"Morgan City-Berwick, LA",43.3,LA
1988,"Cordova, AK",42.5,AK
1988,"Gulfport-Biloxi, MS",42.3,MS
1988,"Rockland, ME",40.6,ME
1988,"Newport, OR",38.5,OR
1988,"Crescent City, CA",36.0,CA
1988,"Bellingham, WA",35.3,WA
1988,"Westport, WA",34.8,WA
1988,"Coos Bay-Charleston, OR",33.0,OR
1988,"Homer, AK",32.1,AK
1988,"Wanchese-Stumpy Point, NC",31.0,NC
1988,"Fort Bragg, CA",31.0,CA
1988,"Golden Meadow-Leeville, LA",30.1,LA
1988,"Ketchikan, AK",28.3,AK
1988,"Sitka, AK",27.7,AK
1988,"Atlantic City, NJ",27.7,NJ
1988,"Eureka, CA",27.0,CA
1988,"Hampton Roads Area, VA",25.6,VA
1988,"Provincetown-Chatham, MA",25.2,MA
1988,"San Francisco Area, CA",25.0,CA
1988,"Ilwaco-Chinook, WA",23.2,WA
1988,"Seward, AK",23.0,AK
1988,"Ocean City, MD",21.1,MD
1988,"Boston, MA",21.0,MA
1988,"Seattle, WA",17.5,WA
1988,"Point Pleasant, NJ",17.3,NJ
1988,"Cape Canaveral, FL",16.4,FL
1988,"Aransas Pass-Rockport, TX",15.6,TX
1988,"Bethel-Aniak, AK",14.6,AK
1988,"Everett, WA",14.5,WA
1988,"Oriental-Vandemere, NC",14.0,NC
1988,"Monterey, CA",14.0,CA
1988,"Bodega Bay, CA",14.0,CA
1988,"Brownsville-Port Isabel, TX",13.8,TX
1988,"Tacoma, WA",13.6,WA
1988,"Montauk, NY",13.2,NY
1988,"Bayou La Batre, AL",12.4,AL
1988,"Lafitte-Barataria, LA",11.9,LA
1988,"Delacroix-Yscloskey, LA",11.1,LA
1988,"Grand Isle, LA",10.8,LA
1988,"Delcambre, LA",10.8,LA
1988,"Chincoteague, VA",10.7,VA
1988,"Fort Myers, FL",10.2,FL
1988,"Morro Bay, CA",10.0,CA
1988,"Hampton Bay-Shinnicock, NY",10.0,NY
1988,"Anacortes-La Conner, WA",9.4,WA
1988,"Key West, FL",9.2,FL
1988,"Yakutat, AK",8.9,AK
1988,"Panama City, FL",8.1,FL
1988,"Moss Landing, CA",8.0,CA
1988,"Freeport, TX",7.9,TX
1988,"Brookings, OR",7.8,OR
1988,"Galveston, TX",7.7,TX
1988,"Santa Barbara, CA",7.0,CA
1988,"San Diego, CA",7.0,CA
1988,"Cape Charles-Oyster, VA",6.4,VA
1988,"Port Arthur, TX",6.2,TX
1988,"Bon Secour-Gulf Shores, AL",6.1,AL
1988,"Port Angeles, WA",6.0,WA
1988,"Darien-Bellville, GA",6.0,GA
1988,"Belford, NJ",5.6,NJ
1988,"Apalachicola, FL",5.4,FL
1988,"Pelican, AK",4.9,AK
1988,"Barnegat Light, NJ",4.1,NJ
1988,"Excursion Inlet, AK",3.5,AK
1988,"Juneau, AK",3.4,AK
1988,"Wrangell, AK",3.3,AK
1988,"Greenport, NY",2.5,NY
1987,"Cameron, LA",672.4,LA
1987,"Reedville, VA",609.6,VA
1987,"Pascagoula-Moss Point, MS",391.6,MS
1987,"Empire-Venice, LA",357.4,LA
1987,"Dulac-Chauvin, LA",331.7,LA
1987,"Intracoastal City, LA",314.3,LA
1987,"Kodiak, AK",204.1,AK
1987,"Los Angeles, CA",203.1,CA
1987,"Dutch Harbor, AK",128.2,AK
1987,"Gloucester, MA",93.1,MA
1987,"New Bedford, MA",78.7,MA
1987,"Cordova, AK",69.6,AK
1987,"Cape May-Wildwood, NJ",56.8,NJ
1987,"Bellingham, WA",47.5,WA
1987,"Point Judith, RI",46.6,RI
1987,"Astoria, OR",46.6,OR
1987,"Portland, ME",44.2,ME
1987,"Petersburg, AK",42.4,AK
1987,"Port Hueneme-Oxnard-Ventura, CA",42.3,CA
1987,"Rockland, ME",39.5,ME
1987,"Gulfport-Biloxi, MS",38.2,MS
1987,"Newport, OR",35.9,OR
1987,"Coos Bay-Charleston, OR",29.6,OR
1987,"Eureka, CA",28.5,CA
1987,"Wanchese-Stumpy Point, NC",28.3,NC
1987,"Ketchikan, AK",27.6,AK
1987,"Golden Meadow-Leeville, LA",27.4,LA
1987,"Sitka, AK",27.1,AK
1987,"San Francisco Area, CA",27.0,CA
1987,"Morgan City-Berwick, LA",27.0,LA
1987,"Westport, WA",26.2,WA
1987,"Fort Bragg, CA",25.9,CA
1987,"Provincetown-Chatham, MA",25.8,MA
1987,"Hampton Roads Area, VA",25.1,VA
1987,"Atlantic City, NJ",25.0,NJ
1987,"Everett, WA",23.5,WA
1987,"Crescent City, CA",23.1,CA
1987,"Boston, MA",23.0,MA
1987,"Ocean City, MD",22.5,MD
1987,"Seattle, WA",22.2,WA
1987,"Ilwaco-Chinook, WA",18.8,WA
1987,"Monterey, CA",16.1,CA
1987,"Point Pleasant, NJ",15.2,NJ
1987,"Bayou La Batre, AL",15.1,AL
1987,"Montauk, NY",14.7,NY
1987,"Cape Canaveral, FL",14.6,FL
1987,"Delcambre, LA",13.9,LA
1987,"Brownsville-Port Isabel, TX",13.4,TX
1987,"Bodega Bay, CA",12.9,CA
1987,"Lafitte-Barataria, LA",12.7,LA
1987,"Delacroix-Yscloskey, LA",12.5,LA
1987,"Key West, FL",12.3,FL
1987,"Grand Isle, LA",12.3,LA
1987,"Morro Bay, CA",11.9,CA
1987,"Newport, RI",11.5,RI
1987,"Chincoteague, VA",11.5,VA
1987,"Moss Landing, CA",11.3,CA
1987,"Hampton Bay-Shinnicock, NY",11.1,NY
1987,"Oriental-Vandemere, NC",10.9,NC
1987,"Anacortes-La Conner, WA",10.9,WA
1987,"Apalachicola, FL",10.5,FL
1987,"Aransas Pass-Rockport, TX",10.2,TX
1987,"Santa Barbara, CA",9.9,CA
1987,"Fort Myers, FL",8.3,FL
1987,"Panama City, FL",8.2,FL
1987,"Cape Charles-Oyster, VA",7.8,VA
1987,"San Diego, CA",7.3,CA
1987,"Port Arthur, TX",6.7,TX
1987,"Belford, NJ",6.3,NJ
1987,"Tillamook, OR",6.2,OR
1987,"Freeport, TX",6.2,TX
1987,"Brookings, OR",6.0,OR
1987,"Port Angeles, WA",5.9,WA
1987,"Darien-Bellville, GA",5.0,GA
1987,"Bon Secour-Gulf Shores, AL",4.8,AL
1987,"Galveston, TX",4.4,TX
1987,"Greenport, NY",2.3,NY
1986,"Cameron, LA",616.8,LA
1986,"Reedville, VA",443.4,VA
1986,"Pascagoula-Moss Point, MS",365.5,MS
1986,"Empire-Venice, LA",317.6,LA
1986,"Intracoastal City, LA",298.9,LA
1986,"Dulac-Chauvin, LA",294.6,LA
1986,"Los Angeles, CA",187.4,CA
1986,"Kodiak, AK",141.2,AK
1986,"Gloucester, MA",111.6,MA
1986,"Dutch Harbor, AK",88.3,AK
1986,"Petersburg, AK",85.2,AK
1986,"New Bedford, MA",68.7,MA
1986,"Cape May-Wildwood, NJ",56.7,NJ
1986,"Point Judith, RI",53.2,RI
1986,"Gulfport-Biloxi, MS",46.7,MS
1986,"Bellingham, WA",45.9,WA
1986,"Rockland, ME",43.4,ME
1986,"Ketchikan, AK",42.2,AK
1986,"Seattle, WA",38.2,WA
1986,"Astoria, OR",36.8,OR
1986,"Portland, ME",35.6,ME
1986,"Boston, MA",31.4,MA
1986,"Port Hueneme-Oxnard-Ventura, CA",31.0,CA
1986,"Ocean City, MD",29.1,MD
1986,"Wanchese-Stumpy Point, NC",27.2,NC
1986,"Provincetown-Chatham, MA",27.1,MA
1986,"Aransas Pass-Rockport, TX",27.1,TX
1986,"Newport, OR",26.7,OR
1986,"San Francisco Area, CA",25.9,CA
1986,"Bayou La Batre, AL",25.6,AL
1986,"Brownsville-Port Isabel, TX",25.5,TX
1986,"Sitka, AK",25.2,AK
1986,"Golden Meadow-Leeville, LA",25.1,LA
1986,"Coos Bay-Charleston, OR",24.3,OR
1986,"Hampton Roads Area, VA",23.1,VA
1986,"Westport, WA",22.9,WA
1986,"Atlantic City, NJ",22.0,NJ
1986,"Crescent City, CA",20.9,CA
1986,"Eureka, CA",19.4,CA
1986,"Delcambre, LA",18.7,LA
1986,"Ilwaco-Chinook, WA",18.3,WA
1986,"Fort Bragg, CA",17.8,CA
1986,"Morgan City-Berwick, LA",17.4,LA
1986,"Lafitte-Barataria, LA",16.8,LA
1986,"Monterey, CA",16.4,CA
1986,"Delacroix-Yscloskey, LA",16.3,LA
1986,"Key West, FL",15.4,FL
1986,"Point Pleasant, NJ",15.1,NJ
1986,"Grand Isle, LA",14.0,LA
1986,"Santa Barbara, CA",13.7,CA
1986,"Galveston, TX",13.6,TX
1986,"Everett, WA",12.8,WA
1986,"Port Arthur, TX",12.5,TX
1986,"Chincoteague, VA",12.5,VA
1986,"Moss Landing, CA",12.1,CA
1986,"Newport, RI",11.6,RI
1986,"Freeport, TX",11.4,TX
1986,"Panama City, FL",11.0,FL
1986,"Montauk, NY",11.0,NY
1986,"Oriental-Vandemere, NC",10.7,NC
1986,"Fort Myers, FL",10.4,FL
1986,"Apalachicola, FL",9.0,FL
1986,"Anacortes-La Conner, WA",9.0,WA
1986,"Hampton Bay-Shinnicock, NY",8.5,NY
1986,"Bodega Bay, CA",8.5,CA
1986,"Morro Bay, CA",8.1,CA
1986,"Cape Canaveral, FL",8.1,FL
1986,"Brookings, OR",6.7,OR
1986,"Tillamook, OR",6.6,OR
1986,"Cape Charles-Oyster, VA",6.4,VA
1986,"Bon Secour-Gulf Shores, AL",6.3,AL
1986,"Belford, NJ",5.8,NJ
1986,"San Diego, CA",5.4,CA
1986,"Port Angeles, WA",5.1,WA
1986,"Darien-Bellville, GA",5.0,GA
1986,"Greenport, NY",4.5,NY
1985,"Cameron, LA",673.6,LA
1985,"Reedville, VA",626.1,VA
1985,"Pascagoula-Moss Point, MS",423.2,MS
1985,"Dulac-Chauvin, LA",398.6,LA
1985,"Empire-Venice, LA",224.5,LA
1985,"Los Angeles, CA",150.3,CA
1985,"Gloucester, MA",118.3,MA
