Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1973,3,0.050,,-0.050,-0.044,-0.056,
1973,4,0.014,,-0.050,-0.044,-0.056,
1973,5,-0.008,,-0.049,-0.043,-0.055,
1973,6,-0.054,,-0.049,-0.043,-0.055,
1973,7,-0.015,,-0.049,-0.043,-0.055,
1973,8,-0.020,,-0.048,-0.043,-0.054,
1973,9,-0.016,,-0.048,-0.042,-0.054,
1973,10,-0.028,,-0.048,-0.042,-0.054,
1973,11,-0.118,,-0.048,-0.042,-0.054,
1973,12,-0.049,,-0.047,-0.041,-0.053,
1974,1,-0.007,,-0.047,-0.041,-0.053,
1974,2,-0.019,,-0.047,-0.041,-0.053,
1974,3,-0.072,,-0.046,-0.041,-0.052,
1974,4,-0.062,,-0.046,-0.040,-0.052,
1974,5,-0.029,,-0.046,-0.040,-0.052,
1974,6,-0.039,,-0.046,-0.040,-0.052,
1974,7,-0.027,,-0.045,-0.040,-0.051,
1974,8,-0.075,,-0.045,-0.039,-0.051,
1974,9,-0.034,,-0.045,-0.039,-0.051,
1974,10,-0.135,,-0.045,-0.039,-0.050,
1974,11,-0.072,,-0.044,-0.038,-0.050,
1974,12,0.009,,-0.044,-0.038,-0.050,
1975,1,-0.058,,-0.044,-0.038,-0.050,
1975,2,-0.058,,-0.043,-0.038,-0.049,
1975,3,-0.063,,-0.043,-0.037,-0.049,
1975,4,-0.077,,-0.043,-0.037,-0.049,
1975,5,-0.050,,-0.043,-0.037,-0.048,
1975,6,-0.045,,-0.042,-0.037,-0.048,
1975,7,-0.058,,-0.042,-0.036,-0.048,
1975,8,-0.035,,-0.042,-0.036,-0.048,
1975,9,-0.080,,-0.042,-0.036,-0.047,
1975,10,-0.016,,-0.041,-0.036,-0.047,
1975,11,-0.002,,-0.041,-0.035,-0.047,
1975,12,0.015,,-0.041,-0.035,-0.046,
1976,1,0.004,,-0.040,-0.035,-0.046,
1976,2,-0.058,,-0.040,-0.034,-0.046,
1976,3,-0.020,,-0.040,-0.034,-0.046,
1976,4,-0.025,,-0.040,-0.034,-0.045,
1976,5,-0.081,,-0.039,-0.034,-0.045,
1976,6,-0.094,,-0.039,-0.033,-0.045,
